subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,3,0.513750,False
1,D3,outcomes,1,,1,0.591168,True
1,D1,required_precondition_coverage,1,global_assumption,1,0.356983,False
1,D1,required_precondition_coverage,2,local_assumption,2,0.596745,True
1,D1,required_precondition_coverage,3,gt_precondition,1,0.276527,False
1,D1,required_precondition_coverage,4,gt_precondition,2,0.636204,True
2,D2,arguments,1,,1,0.462875,False
2,D3,outcomes,1,,1,0.615483,True
2,D1,required_precondition_coverage,1,global_assumption,1,0.433132,False
2,D1,required_precondition_coverage,2,local_assumption,1,0.856788,True
2,D1,required_precondition_coverage,3,previous_outcome,1,0.239525,False
2,D1,required_precondition_coverage,4,gt_precondition,1,0.245077,False
2,D1,required_precondition_coverage,5,gt_precondition,1,0.862828,True
