status,error,exercise,strategy,call1_model,language,variation,embedding_model,threshold,judge_model,judge_low_threshold,judge_high_threshold,ground_truth_subquestions,prediction_subquestions,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D2_mean_best_score,D2_coverage,D2_precision,D2_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_order_score,D4_order_coverage,D4_strict_order_score,D4_total_constraints,D4_respected_constraints,D4_violated_constraints,D4_unmatched_constraints,overall_mean_score,overall_with_D4_score,prediction_path,ground_truth_path,output_dir
ok,,pc2_q1,acc,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.237408,0.300000,0.571429,0.393443,0.387265,0.200000,0.428571,0.272727,0.368171,0.400000,0.428571,0.413793,0.000000,0.166667,0.000000,6,0,1,5,0.330948,0.248211,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc2_q1_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc2_q1_acc
ok,,pc2_q1,gtf,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.467578,0.500000,0.555556,0.526316,0.471926,0.500000,0.888889,0.640000,0.000000,0.166667,0.000000,6,0,1,5,0.313168,0.234876,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc2_q1_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc2_q1_gtf
ok,,pc2_q1,seq,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.452980,0.500000,0.857143,0.631579,0.457760,0.600000,1.000000,0.750000,0.000000,0.166667,0.000000,6,0,1,5,0.303580,0.227685,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc2_q1_seq.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc2_q1_seq
ok,,pc4_q4,acc,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.485981,1.000000,0.250000,0.400000,0.867042,1.000000,0.875000,0.933333,1.000000,1.000000,1.000000,0,0,0,0,0.451008,0.588256,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc4_q4_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_acc
ok,,pc4_q4,gtf,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.524367,1.000000,0.444444,0.615385,0.873885,1.000000,0.777778,0.875000,1.000000,1.000000,1.000000,0,0,0,0,0.466084,0.599563,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc4_q4_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_gtf
ok,,pc4_q4,self,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.435038,0.500000,0.666667,0.571429,0.875003,1.000000,0.666667,0.800000,1.000000,1.000000,1.000000,0,0,0,0,0.436681,0.577510,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc4_q4_self.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_self
ok,,pc4_q4,seq,deepseek-r1-1.5b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.579371,1.000000,0.454545,0.625000,0.882756,1.000000,0.454545,0.625000,1.000000,1.000000,1.000000,0,0,0,0,0.487376,0.615532,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/fr/baseline/pc4_q4_seq.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_seq
ok,,pc2_q1,acc,deepseek-r1-7b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.000000,0.000000,0.000000,0.000000,0.480325,0.500000,0.555556,0.526316,0.486603,0.600000,0.777778,0.677419,1.000000,0.166667,0.166667,6,1,0,5,0.322310,0.283399,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/fr/baseline/pc2_q1_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-7b/pc2_q1_acc
ok,,pc2_q1,gtf,deepseek-r1-7b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.209455,0.200000,0.500000,0.285714,0.362462,0.200000,0.666667,0.307692,0.279214,0.400000,0.500000,0.444444,0.000000,0.000000,0.000000,6,0,0,6,0.283710,0.212783,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/fr/baseline/pc2_q1_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-7b/pc2_q1_gtf
ok,,pc2_q1,self,deepseek-r1-7b,fr,baseline,sentence-transformers/all-MiniLM-L6-v2,0.450000,,,,2,2,0.439629,0.300000,1.000000,0.461538,0.373702,0.300000,0.750000,0.428571,0.522172,0.600000,1.000000,0.750000,0.000000,0.166667,0.000000,6,0,1,5,0.445168,0.333876,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/fr/baseline/pc2_q1_self.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/fr/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/fr/baseline/embedding_only/matrices/deepseek-r1-7b/pc2_q1_self
