subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,score,matched,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.804829,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)","Cov(X_s, X_t) = inf(s, t)"
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.341719,False,The process is therefore centered Gaussian,"Cov(X_s, X_t) = inf(s, t)"
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.223376,False,"disjoint increments are uncorrelated, hence independent","Cov(X_s, X_t) = inf(s, t)"
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.308627,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).","Cov(X_s, X_t) = inf(s, t)"
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.237503,False,the classical definition of Brownian motion.,"Cov(X_s, X_t) = inf(s, t)"
1,D1,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.237503,False,the classical definition of Brownian motion.,"Cov(X_s, X_t) = inf(s, t)"
1,D3,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.252868,False,Independence of \(X_s\) and \(X_t - X_s\),It is a centered Gaussian process
1,D3,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.504486,True,a linear combination of independent Gaussian increments thus it is Gaussian,It is a centered Gaussian process
1,D3,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.083572,False,Calculation,It is a centered Gaussian process
1,D3,arguments,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.101630,False,thus the law depends only on \(t-s\),It is a centered Gaussian process
1,D3,arguments,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.106434,False,plus the assumption of continuity of paths,It is a centered Gaussian process
1,D3,arguments,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.334302,False,by taking the continuous version via Kolmogorov's theorem,It is a centered Gaussian process
1,D4,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.303384,False,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",X_0 = 0
1,D4,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.111381,False,Standard Brownian motion has Gaussian increments,X_0 = 0
1,D4,required_precondition_coverage,3,1,subquestions[1].atoms/set[1]/list[2].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.917187,True,"\(X_0 = 0\),",X_0 = 0
