subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,6,0.452831,True
1,D2,arguments,2,,2,0.794375,True
1,D2,arguments,3,,4,0.306181,False
1,D2,arguments,4,,6,0.253393,False
1,D2,arguments,5,,6,0.232994,False
1,D2,arguments,6,,6,0.400770,True
1,D3,outcomes,1,,3,0.834308,True
1,D3,outcomes,2,,2,0.825277,True
1,D3,outcomes,3,,3,0.222928,False
1,D3,outcomes,4,,3,0.303596,False
1,D3,outcomes,5,,2,0.394336,True
1,D3,outcomes,6,,2,0.394336,True
1,D1,required_precondition_coverage,1,gt_precondition,1,0.552452,True
1,D1,required_precondition_coverage,2,gt_precondition,4,0.506624,True
1,D1,required_precondition_coverage,3,gt_precondition,4,0.361573,False
1,D1,required_precondition_coverage,4,gt_precondition,4,0.741049,True
1,D1,required_precondition_coverage,5,gt_precondition,4,0.642376,True
1,D1,required_precondition_coverage,6,gt_precondition,4,0.170016,False
1,D1,required_precondition_coverage,7,gt_precondition,4,0.086157,False
1,D1,required_precondition_coverage,8,gt_precondition,4,0.482466,True
2,D2,arguments,1,,1,0.592253,True
2,D2,arguments,2,,1,0.242262,False
2,D2,arguments,3,,1,0.061214,False
2,D2,arguments,4,,1,0.658052,True
2,D3,outcomes,1,,1,0.303544,False
2,D3,outcomes,2,,1,0.217856,False
2,D3,outcomes,3,,1,0.614301,True
2,D3,outcomes,4,,1,0.701654,True
2,D1,required_precondition_coverage,1,previous_outcome,1,0.477334,True
2,D1,required_precondition_coverage,2,previous_outcome,1,0.393774,True
2,D1,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.214446,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.309301,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.725005,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.414226,True
2,D1,required_precondition_coverage,9,gt_precondition,1,0.553669,True
2,D1,required_precondition_coverage,10,gt_precondition,1,0.371362,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.411884,True
2,D1,required_precondition_coverage,12,gt_precondition,1,0.501216,True
