subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.500000,False
1,D2,arguments,2,,3,0.482374,True
1,D2,arguments,3,,3,0.165595,False
1,D2,arguments,4,,2,0.500000,False
1,D2,arguments,5,,2,0.208923,False
1,D2,arguments,6,,2,1.000000,True
1,D3,outcomes,1,,1,0.682908,True
1,D3,outcomes,2,,3,1.000000,True
1,D3,outcomes,3,,3,0.186366,False
1,D3,outcomes,4,,1,0.500000,False
1,D3,outcomes,5,,3,0.547883,True
1,D3,outcomes,6,,3,0.547883,True
1,D1,required_precondition_coverage,1,gt_precondition,1,0.604890,True
1,D1,required_precondition_coverage,2,gt_precondition,2,1.000000,True
1,D1,required_precondition_coverage,3,gt_precondition,2,1.000000,True
1,D1,required_precondition_coverage,4,gt_precondition,3,0.748528,True
1,D1,required_precondition_coverage,5,gt_precondition,3,0.627646,True
1,D1,required_precondition_coverage,6,gt_precondition,3,0.120279,False
1,D1,required_precondition_coverage,7,gt_precondition,1,0.110106,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D2,arguments,1,,1,0.639906,True
2,D2,arguments,2,,1,0.224286,False
2,D2,arguments,3,,1,0.027445,False
2,D2,arguments,4,,1,0.751701,True
2,D3,outcomes,1,,1,0.628752,True
2,D3,outcomes,2,,1,0.178516,False
2,D3,outcomes,3,,1,0.525389,True
2,D3,outcomes,4,,1,0.596774,True
2,D1,required_precondition_coverage,1,previous_outcome,1,0.000000,False
2,D1,required_precondition_coverage,2,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.184568,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.260001,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.541197,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,9,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,10,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.000000,False
2,D1,required_precondition_coverage,12,gt_precondition,1,0.117828,False
