subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,1,0.000000,False
1,D1,outcomes,2,,2,1.000000,True
1,D1,outcomes,3,,2,0.186366,False
1,D1,outcomes,4,,1,0.288449,False
1,D1,outcomes,5,,2,1.000000,True
1,D1,outcomes,6,,2,1.000000,True
1,D3,arguments,1,,1,0.000000,False
1,D3,arguments,2,,1,0.209729,False
1,D3,arguments,3,,1,-0.041217,False
1,D3,arguments,4,,1,0.230355,False
1,D3,arguments,5,,1,0.184846,False
1,D3,arguments,6,,1,0.221734,False
1,D4,required_precondition_coverage,1,gt_precondition,1,0.500000,False
1,D4,required_precondition_coverage,2,gt_precondition,2,1.000000,True
1,D4,required_precondition_coverage,3,gt_precondition,2,1.000000,True
1,D4,required_precondition_coverage,4,gt_precondition,2,1.000000,True
1,D4,required_precondition_coverage,5,gt_precondition,1,0.500000,False
1,D4,required_precondition_coverage,6,gt_precondition,2,0.164088,False
1,D4,required_precondition_coverage,7,gt_precondition,1,0.114631,False
1,D4,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D1,outcomes,1,,1,0.000000,False
2,D1,outcomes,2,,1,0.191244,False
2,D1,outcomes,3,,1,0.000000,False
2,D1,outcomes,4,,1,0.000000,False
2,D3,arguments,1,,1,0.066607,False
2,D3,arguments,2,,1,0.117893,False
2,D3,arguments,3,,1,1.000000,True
2,D3,arguments,4,,1,-0.054745,False
2,D4,required_precondition_coverage,1,previous_outcome,1,0.000000,False
2,D4,required_precondition_coverage,2,previous_outcome,1,0.000000,False
2,D4,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D4,required_precondition_coverage,4,previous_outcome,1,0.184568,False
2,D4,required_precondition_coverage,5,previous_outcome,1,0.260001,False
2,D4,required_precondition_coverage,6,previous_outcome,1,0.000000,False
2,D4,required_precondition_coverage,7,gt_precondition,1,0.500000,False
2,D4,required_precondition_coverage,8,gt_precondition,1,0.293874,False
2,D4,required_precondition_coverage,9,gt_precondition,1,0.298405,False
2,D4,required_precondition_coverage,10,gt_precondition,1,0.000000,False
2,D4,required_precondition_coverage,11,gt_precondition,1,0.000000,False
2,D4,required_precondition_coverage,12,gt_precondition,1,0.117828,False
