subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,1,0.000000,False
1,D1,outcomes,2,,1,0.080251,False
1,D1,outcomes,3,,1,0.252407,False
1,D1,outcomes,4,,1,0.309500,False
1,D1,outcomes,5,,1,0.225557,False
1,D1,outcomes,6,,1,0.225557,False
1,D3,arguments,1,,1,0.500000,False
1,D3,arguments,2,,2,0.500000,False
1,D3,arguments,3,,2,0.152286,False
1,D3,arguments,4,,1,0.500000,False
1,D3,arguments,5,,2,0.294242,False
1,D3,arguments,6,,1,0.329872,False
1,D4,required_precondition_coverage,1,gt_precondition,1,0.500000,False
1,D4,required_precondition_coverage,2,gt_precondition,1,0.385736,False
1,D4,required_precondition_coverage,3,gt_precondition,1,1.000000,True
1,D4,required_precondition_coverage,4,gt_precondition,1,0.500000,False
1,D4,required_precondition_coverage,5,gt_precondition,1,0.500000,False
1,D4,required_precondition_coverage,6,gt_precondition,1,1.000000,True
1,D4,required_precondition_coverage,7,gt_precondition,1,0.201461,False
1,D4,required_precondition_coverage,8,gt_precondition,1,1.000000,True
2,D1,outcomes,1,,1,0.263782,False
2,D1,outcomes,2,,1,0.253487,False
2,D1,outcomes,3,,1,0.000000,False
2,D1,outcomes,4,,1,1.000000,True
2,D3,arguments,1,,1,0.155059,False
2,D3,arguments,2,,1,0.500000,False
2,D3,arguments,3,,1,0.008475,False
2,D3,arguments,4,,1,0.073683,False
2,D4,required_precondition_coverage,1,previous_outcome,1,0.341437,False
2,D4,required_precondition_coverage,2,previous_outcome,1,0.229873,False
2,D4,required_precondition_coverage,3,previous_outcome,1,0.300463,False
2,D4,required_precondition_coverage,4,previous_outcome,1,0.307968,False
2,D4,required_precondition_coverage,5,previous_outcome,1,0.500000,False
2,D4,required_precondition_coverage,6,previous_outcome,1,0.210998,False
2,D4,required_precondition_coverage,7,gt_precondition,1,1.000000,True
2,D4,required_precondition_coverage,8,gt_precondition,1,0.000000,False
2,D4,required_precondition_coverage,9,gt_precondition,1,0.000000,False
2,D4,required_precondition_coverage,10,gt_precondition,1,0.363035,False
2,D4,required_precondition_coverage,11,gt_precondition,1,0.000000,False
2,D4,required_precondition_coverage,12,gt_precondition,1,0.500000,False
