subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,embedding_score,score,matched,judge_used,judge_label,judge_confidence,judge_reason,judge_cache_key,judge_cache_hit,judge_error,gt_text,model_text
1,D2,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.551994,0.551994,True,False,,,,,,,Independence of \(X_s\) and \(X_t - X_s\),"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D2,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.217174,0.217174,False,False,,,,,,,a linear combination of independent Gaussian increments thus it is Gaussian,"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D2,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,-0.012274,-0.012274,False,False,,,,,,,Calculation,"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D2,arguments,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.323467,0.500000,False,True,related_but_not_equivalent,0.800000,"The model statement mentions covariance, but the ground-truth statement focuses on the law's dependence on the time difference.",13d5173816b4a206486a82b894c7d8f0637c8a4a20117df5ffd8ed2f1e5a91c2,False,,thus the law depends only on \(t-s\),"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D2,arguments,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.274375,0.274375,False,False,,,,,,,plus the assumption of continuity of paths,"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D2,arguments,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.347097,0.500000,False,True,related_but_not_equivalent,0.800000,Model statement lacks explicit mention of Kolmogorov's theorem.,f2960449f8e22140398adeec9ca25e5743d8ebf7d7ca76e52ac34fa14ef0b115,False,,by taking the continuous version via Kolmogorov's theorem,"The process (X_t)_{t\in \R^+} satisfies X_0=0 and Cov(X_s,X_t)=inf(s,t)."
1,D3,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.508473,0.508473,True,False,,,,,,,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D3,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.479657,0.479657,True,False,,,,,,,The process is therefore centered Gaussian,Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D3,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.212601,0.212601,False,False,,,,,,,"disjoint increments are uncorrelated, hence independent",Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D3,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.223397,0.223397,False,False,,,,,,,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D3,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.501183,0.501183,True,False,,,,,,,the classical definition of Brownian motion.,Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D3,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.501183,0.501183,True,False,,,,,,,the classical definition of Brownian motion.,Then the process (X_t)_{t\in \R^+} is a Brownian motion.
1,D1,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.637959,0.637959,True,False,,,,,,,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",A process (X_t)_{t\in \R^+} is given.
1,D1,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.290606,0.500000,False,True,related_but_not_equivalent,0.800000,Model statement lacks specific mention of Gaussian increments.,9a12d7b6031c2ffb1f973245158618c8beef4d8e110825241016f6d815c97636,True,,Standard Brownian motion has Gaussian increments,A process (X_t)_{t\in \R^+} is given.
1,D1,required_precondition_coverage,3,1,subquestions[1].atoms/set[1]/list[2].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.396742,0.500000,False,True,related_but_not_equivalent,0.800000,Model statement is broader and does not specify the initial condition.,62aa46840da3456d5d844b7782d208c047463fb4821ba77c2a580bec5e150027,True,,"\(X_0 = 0\),",A process (X_t)_{t\in \R^+} is given.
1,D1,required_precondition_coverage,4,1,subquestions[1].atoms/set[2]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.553001,0.553001,True,False,,,,,,,"Using property ${\rm Cov}(X_s,X_t)=\inf(s,t).$",A process (X_t)_{t\in \R^+} is given.
