subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,score,matched,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.335052,False,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",\( X_0 = 0 \)
1,D1,outcomes,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.512251,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,1,3,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[3],gt_atom,0.988106,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)","\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,1,4,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[4],gt_atom,0.533313,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",\( (X_t) \) is a Brownian motion
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.158942,False,The process is therefore centered Gaussian,\( X_0 = 0 \)
1,D1,outcomes,2,2,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[2],gt_atom,0.820889,True,The process is therefore centered Gaussian,\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,2,3,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[3],gt_atom,0.296024,False,The process is therefore centered Gaussian,"\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,2,4,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[4],gt_atom,0.423068,True,The process is therefore centered Gaussian,\( (X_t) \) is a Brownian motion
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.158530,False,"disjoint increments are uncorrelated, hence independent",\( X_0 = 0 \)
1,D1,outcomes,3,2,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[2],gt_atom,0.138847,False,"disjoint increments are uncorrelated, hence independent",\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,3,3,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[3],gt_atom,0.129907,False,"disjoint increments are uncorrelated, hence independent","\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,3,4,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[4],gt_atom,0.176816,False,"disjoint increments are uncorrelated, hence independent",\( (X_t) \) is a Brownian motion
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.264363,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",\( X_0 = 0 \)
1,D1,outcomes,4,2,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[2],gt_atom,0.230352,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,4,3,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[3],gt_atom,0.296553,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).","\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,4,4,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[4],gt_atom,0.245103,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",\( (X_t) \) is a Brownian motion
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.030260,False,the classical definition of Brownian motion.,\( X_0 = 0 \)
1,D1,outcomes,5,2,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[2],gt_atom,0.446769,True,the classical definition of Brownian motion.,\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,5,3,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[3],gt_atom,0.244419,False,the classical definition of Brownian motion.,"\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,5,4,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[4],gt_atom,0.607104,True,the classical definition of Brownian motion.,\( (X_t) \) is a Brownian motion
1,D1,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.030260,False,the classical definition of Brownian motion.,\( X_0 = 0 \)
1,D1,outcomes,6,2,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[2],gt_atom,0.446769,True,the classical definition of Brownian motion.,\( (X_t) \) is a centered Gaussian process
1,D1,outcomes,6,3,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[3],gt_atom,0.244419,False,the classical definition of Brownian motion.,"\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D1,outcomes,6,4,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[4],gt_atom,0.607104,True,the classical definition of Brownian motion.,\( (X_t) \) is a Brownian motion
1,D3,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.309695,False,Independence of \(X_s\) and \(X_t - X_s\),Definition of Brownian motion
1,D3,arguments,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.358613,False,Independence of \(X_s\) and \(X_t - X_s\),Condition 1 of Brownian motion
1,D3,arguments,1,3,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[3],gt_atom,0.346046,False,Independence of \(X_s\) and \(X_t - X_s\),Condition 2 of Brownian motion
1,D3,arguments,1,4,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[4],gt_atom,0.358480,False,Independence of \(X_s\) and \(X_t - X_s\),Condition 3 of Brownian motion
1,D3,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.200482,False,a linear combination of independent Gaussian increments thus it is Gaussian,Definition of Brownian motion
1,D3,arguments,2,2,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[2],gt_atom,0.248550,False,a linear combination of independent Gaussian increments thus it is Gaussian,Condition 1 of Brownian motion
1,D3,arguments,2,3,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[3],gt_atom,0.256314,False,a linear combination of independent Gaussian increments thus it is Gaussian,Condition 2 of Brownian motion
1,D3,arguments,2,4,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[4],gt_atom,0.259365,False,a linear combination of independent Gaussian increments thus it is Gaussian,Condition 3 of Brownian motion
1,D3,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,-0.063289,False,Calculation,Definition of Brownian motion
1,D3,arguments,3,2,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[2],gt_atom,0.042668,False,Calculation,Condition 1 of Brownian motion
1,D3,arguments,3,3,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[3],gt_atom,0.061121,False,Calculation,Condition 2 of Brownian motion
1,D3,arguments,3,4,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[4],gt_atom,0.053457,False,Calculation,Condition 3 of Brownian motion
1,D3,arguments,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.225419,False,thus the law depends only on \(t-s\),Definition of Brownian motion
1,D3,arguments,4,2,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[2],gt_atom,0.283670,False,thus the law depends only on \(t-s\),Condition 1 of Brownian motion
1,D3,arguments,4,3,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[3],gt_atom,0.283097,False,thus the law depends only on \(t-s\),Condition 2 of Brownian motion
1,D3,arguments,4,4,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[4],gt_atom,0.263822,False,thus the law depends only on \(t-s\),Condition 3 of Brownian motion
1,D3,arguments,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.189591,False,plus the assumption of continuity of paths,Definition of Brownian motion
1,D3,arguments,5,2,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[2],gt_atom,0.218074,False,plus the assumption of continuity of paths,Condition 1 of Brownian motion
1,D3,arguments,5,3,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[3],gt_atom,0.191204,False,plus the assumption of continuity of paths,Condition 2 of Brownian motion
1,D3,arguments,5,4,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[4],gt_atom,0.180140,False,plus the assumption of continuity of paths,Condition 3 of Brownian motion
1,D3,arguments,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.215755,False,by taking the continuous version via Kolmogorov's theorem,Definition of Brownian motion
1,D3,arguments,6,2,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[2],gt_atom,0.350699,False,by taking the continuous version via Kolmogorov's theorem,Condition 1 of Brownian motion
1,D3,arguments,6,3,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[3],gt_atom,0.307935,False,by taking the continuous version via Kolmogorov's theorem,Condition 2 of Brownian motion
1,D3,arguments,6,4,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[4],gt_atom,0.287677,False,by taking the continuous version via Kolmogorov's theorem,Condition 3 of Brownian motion
1,D4,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.629820,True,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",A process \( (X_t)_{t \geq 0} \) is a Brownian motion.
1,D4,required_precondition_coverage,1,2,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[2],gt_precondition,0.391233,False,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",\( X_0 = 0 \)
1,D4,required_precondition_coverage,1,3,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[3],gt_precondition,0.575746,True,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",\( (X_t) \) is a centered Gaussian process
1,D4,required_precondition_coverage,1,4,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[4],gt_precondition,0.629053,True,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).","\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D4,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.468353,True,Standard Brownian motion has Gaussian increments,A process \( (X_t)_{t \geq 0} \) is a Brownian motion.
1,D4,required_precondition_coverage,2,2,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[2],gt_precondition,0.089903,False,Standard Brownian motion has Gaussian increments,\( X_0 = 0 \)
1,D4,required_precondition_coverage,2,3,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[3],gt_precondition,0.533274,True,Standard Brownian motion has Gaussian increments,\( (X_t) \) is a centered Gaussian process
1,D4,required_precondition_coverage,2,4,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[4],gt_precondition,0.226376,False,Standard Brownian motion has Gaussian increments,"\(\text{Cov}(X_s,X_t)=\min(s,t)\)"
1,D4,required_precondition_coverage,3,1,subquestions[1].atoms/set[1]/list[2].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.432202,True,"\(X_0 = 0\),",A process \( (X_t)_{t \geq 0} \) is a Brownian motion.
