subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.500000,False
1,D3,outcomes,1,,1,0.757634,True
1,D1,required_precondition_coverage,1,global_assumption,2,0.500000,False
1,D1,required_precondition_coverage,2,local_assumption,2,0.972505,True
1,D1,required_precondition_coverage,3,gt_precondition,2,0.352624,False
1,D1,required_precondition_coverage,4,gt_precondition,2,0.967323,True
2,D2,arguments,1,,1,0.500000,False
2,D3,outcomes,1,,2,0.776339,True
2,D1,required_precondition_coverage,1,global_assumption,1,0.871767,True
2,D1,required_precondition_coverage,2,local_assumption,2,0.856788,True
2,D1,required_precondition_coverage,3,previous_outcome,1,0.412585,False
2,D1,required_precondition_coverage,4,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,5,gt_precondition,2,0.862828,True
