subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,1,0.860697,True
1,D1,outcomes,2,,6,0.426392,True
1,D1,outcomes,3,,1,0.243935,False
1,D1,outcomes,4,,3,0.313760,False
1,D1,outcomes,5,,6,0.585280,True
1,D1,outcomes,6,,6,0.585280,True
1,D3,arguments,1,,5,0.657857,True
1,D3,arguments,2,,4,0.479883,True
1,D3,arguments,3,,5,0.017217,False
1,D3,arguments,4,,2,0.300930,False
1,D3,arguments,5,,3,0.232947,False
1,D3,arguments,6,,5,0.437803,True
1,D4,required_precondition_coverage,1,gt_precondition,3,0.603271,True
1,D4,required_precondition_coverage,2,gt_precondition,3,0.553066,True
1,D4,required_precondition_coverage,3,gt_precondition,1,0.653784,True
1,D4,required_precondition_coverage,4,gt_precondition,3,0.896349,True
1,D4,required_precondition_coverage,5,gt_precondition,3,0.744860,True
1,D4,required_precondition_coverage,6,gt_precondition,6,0.429412,True
1,D4,required_precondition_coverage,7,gt_precondition,6,0.493145,True
1,D4,required_precondition_coverage,8,gt_precondition,6,0.515844,True
2,D1,outcomes,1,,4,0.308822,False
2,D1,outcomes,2,,1,0.217856,False
2,D1,outcomes,3,,1,0.614301,True
2,D1,outcomes,4,,1,0.701654,True
2,D3,arguments,1,,1,0.602889,True
2,D3,arguments,2,,1,0.242292,False
2,D3,arguments,3,,4,0.229215,False
2,D3,arguments,4,,1,0.904621,True
2,D4,required_precondition_coverage,1,previous_outcome,4,0.601830,True
2,D4,required_precondition_coverage,2,previous_outcome,1,0.393774,True
2,D4,required_precondition_coverage,3,previous_outcome,3,0.290565,False
2,D4,required_precondition_coverage,4,previous_outcome,2,0.367629,False
2,D4,required_precondition_coverage,5,previous_outcome,4,0.551824,True
2,D4,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D4,required_precondition_coverage,7,gt_precondition,1,0.727945,True
2,D4,required_precondition_coverage,8,gt_precondition,4,0.520952,True
2,D4,required_precondition_coverage,9,gt_precondition,1,0.539124,True
2,D4,required_precondition_coverage,10,gt_precondition,4,0.470050,True
2,D4,required_precondition_coverage,11,gt_precondition,4,0.512660,True
2,D4,required_precondition_coverage,12,gt_precondition,2,0.878242,True
