subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,4,0.844540,True
1,D1,outcomes,2,,7,0.069559,False
1,D1,outcomes,3,,7,0.294364,False
1,D1,outcomes,4,,1,0.255692,False
1,D1,outcomes,5,,1,0.171858,False
1,D1,outcomes,6,,1,0.171858,False
1,D3,arguments,1,,1,0.434361,False
1,D3,arguments,2,,1,0.215536,False
1,D3,arguments,3,,1,-0.037384,False
1,D3,arguments,4,,1,0.271875,False
1,D3,arguments,5,,1,0.240665,False
1,D3,arguments,6,,1,0.367996,False
1,D4,required_precondition_coverage,1,gt_precondition,2,0.527925,False
1,D4,required_precondition_coverage,2,gt_precondition,2,0.488158,False
1,D4,required_precondition_coverage,3,gt_precondition,1,0.878559,True
1,D4,required_precondition_coverage,4,gt_precondition,2,0.572464,False
1,D4,required_precondition_coverage,5,gt_precondition,2,0.499264,False
1,D4,required_precondition_coverage,6,gt_precondition,2,0.588869,True
1,D4,required_precondition_coverage,7,gt_precondition,2,0.067624,False
1,D4,required_precondition_coverage,8,gt_precondition,2,0.462030,False
2,D1,outcomes,1,,1,0.562738,False
2,D1,outcomes,2,,2,0.061774,False
2,D1,outcomes,3,,2,0.493832,False
2,D1,outcomes,4,,2,0.257879,False
2,D3,arguments,1,,2,0.237487,False
2,D3,arguments,2,,2,0.379849,False
2,D3,arguments,3,,1,0.291179,False
2,D3,arguments,4,,2,0.489105,False
2,D4,required_precondition_coverage,1,previous_outcome,3,0.458850,False
2,D4,required_precondition_coverage,2,previous_outcome,1,0.367828,False
2,D4,required_precondition_coverage,3,previous_outcome,3,0.291322,False
2,D4,required_precondition_coverage,4,previous_outcome,1,0.421505,False
2,D4,required_precondition_coverage,5,previous_outcome,1,0.450034,False
2,D4,required_precondition_coverage,6,previous_outcome,1,0.356702,False
2,D4,required_precondition_coverage,7,gt_precondition,1,0.576576,False
2,D4,required_precondition_coverage,8,gt_precondition,1,0.465071,False
2,D4,required_precondition_coverage,9,gt_precondition,3,0.451877,False
2,D4,required_precondition_coverage,10,gt_precondition,1,0.360116,False
2,D4,required_precondition_coverage,11,gt_precondition,3,0.485811,False
2,D4,required_precondition_coverage,12,gt_precondition,1,0.323372,False
