subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,score,matched,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.679580,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)","(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.723907,True,The process is therefore centered Gaussian,"(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.182956,False,"disjoint increments are uncorrelated, hence independent","(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.243883,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).","(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.394609,False,the classical definition of Brownian motion.,"(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D1,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.394609,False,the classical definition of Brownian motion.,"(X_t)_{t in R^+} is a centered Gaussian process, Cov(X_s,X_t)=inf(s,t)"
1,D3,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.305389,False,Independence of \(X_s\) and \(X_t - X_s\),Brownian motion definition
1,D3,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.209729,False,a linear combination of independent Gaussian increments thus it is Gaussian,Brownian motion definition
1,D3,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,-0.041217,False,Calculation,Brownian motion definition
1,D3,arguments,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.230355,False,thus the law depends only on \(t-s\),Brownian motion definition
1,D3,arguments,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.184846,False,plus the assumption of continuity of paths,Brownian motion definition
1,D3,arguments,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.221734,False,by taking the continuous version via Kolmogorov's theorem,Brownian motion definition
1,D4,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.516027,True,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).",A sequence of real-valued random variables (X_t)_{t >= 0} is a Brownian motion.
1,D4,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.537079,True,Standard Brownian motion has Gaussian increments,A sequence of real-valued random variables (X_t)_{t >= 0} is a Brownian motion.
