subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,1,0.865240,True
1,D3,arguments,1,,1,0.624386,True
1,D4,required_precondition_coverage,1,global_assumption,1,0.894102,True
1,D4,required_precondition_coverage,2,local_assumption,1,0.933150,True
1,D4,required_precondition_coverage,3,gt_precondition,1,0.848761,True
1,D4,required_precondition_coverage,4,gt_precondition,1,0.927608,True
2,D1,outcomes,1,,1,0.918686,True
2,D3,arguments,1,,1,0.641015,True
2,D4,required_precondition_coverage,1,global_assumption,1,0.918281,True
2,D4,required_precondition_coverage,2,local_assumption,1,0.970227,True
2,D4,required_precondition_coverage,3,previous_outcome,1,0.584210,True
2,D4,required_precondition_coverage,4,gt_precondition,1,0.643648,True
2,D4,required_precondition_coverage,5,gt_precondition,1,0.968131,True
