subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,2,0.836865,True
1,D1,outcomes,2,,2,0.736491,True
1,D1,outcomes,3,,2,0.538764,False
1,D1,outcomes,4,,2,0.540272,False
1,D1,outcomes,5,,2,0.514509,False
1,D1,outcomes,6,,2,0.514509,False
1,D3,arguments,1,,1,0.714083,True
1,D3,arguments,2,,1,0.791710,True
1,D3,arguments,3,,1,0.178449,False
1,D3,arguments,4,,2,0.688577,True
1,D3,arguments,5,,1,0.400450,False
1,D3,arguments,6,,1,0.397972,False
1,D4,required_precondition_coverage,1,gt_precondition,2,0.662193,True
1,D4,required_precondition_coverage,2,gt_precondition,1,0.637303,True
1,D4,required_precondition_coverage,3,gt_precondition,1,0.900591,True
1,D4,required_precondition_coverage,4,gt_precondition,1,0.889449,True
1,D4,required_precondition_coverage,5,gt_precondition,1,0.741911,True
1,D4,required_precondition_coverage,6,gt_precondition,2,0.716137,True
1,D4,required_precondition_coverage,7,gt_precondition,1,0.459921,False
1,D4,required_precondition_coverage,8,gt_precondition,1,0.594238,True
2,D1,outcomes,1,,1,-0.006009,False
2,D1,outcomes,2,,1,0.504505,False
2,D1,outcomes,3,,1,0.096089,False
2,D1,outcomes,4,,1,0.260198,False
2,D3,arguments,1,,1,0.222585,False
2,D3,arguments,2,,1,0.392394,False
2,D3,arguments,3,,1,0.037776,False
2,D3,arguments,4,,1,0.341229,False
2,D4,required_precondition_coverage,1,previous_outcome,1,0.262761,False
2,D4,required_precondition_coverage,2,previous_outcome,1,0.367828,False
2,D4,required_precondition_coverage,3,previous_outcome,1,0.273185,False
2,D4,required_precondition_coverage,4,previous_outcome,1,0.421505,False
2,D4,required_precondition_coverage,5,previous_outcome,1,0.450034,False
2,D4,required_precondition_coverage,6,previous_outcome,1,0.356702,False
2,D4,required_precondition_coverage,7,gt_precondition,1,0.576576,False
2,D4,required_precondition_coverage,8,gt_precondition,1,0.465071,False
2,D4,required_precondition_coverage,9,gt_precondition,1,0.342113,False
2,D4,required_precondition_coverage,10,gt_precondition,1,0.360116,False
2,D4,required_precondition_coverage,11,gt_precondition,1,0.365711,False
2,D4,required_precondition_coverage,12,gt_precondition,1,0.323372,False
