subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,score,matched,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.266399,False,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",The process has continuous paths
1,D1,outcomes,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.266399,False,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",The process has continuous paths
1,D1,outcomes,1,3,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[3],gt_atom,0.266399,False,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",The process has continuous paths
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.491800,True,The process is therefore centered Gaussian,The process has continuous paths
1,D1,outcomes,2,2,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[2],gt_atom,0.491800,True,The process is therefore centered Gaussian,The process has continuous paths
1,D1,outcomes,2,3,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[3],gt_atom,0.491800,True,The process is therefore centered Gaussian,The process has continuous paths
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.169372,False,"disjoint increments are uncorrelated, hence independent",The process has continuous paths
1,D1,outcomes,3,2,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[2],gt_atom,0.169372,False,"disjoint increments are uncorrelated, hence independent",The process has continuous paths
1,D1,outcomes,3,3,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[3],gt_atom,0.169372,False,"disjoint increments are uncorrelated, hence independent",The process has continuous paths
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.277448,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",The process has continuous paths
1,D1,outcomes,4,2,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[2],gt_atom,0.277448,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",The process has continuous paths
1,D1,outcomes,4,3,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[3],gt_atom,0.277448,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",The process has continuous paths
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D1,outcomes,5,2,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[2],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D1,outcomes,5,3,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[3],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D1,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D1,outcomes,6,2,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[2],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D1,outcomes,6,3,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[3],gt_atom,0.296554,False,the classical definition of Brownian motion.,The process has continuous paths
1,D3,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.025708,False,Independence of \(X_s\) and \(X_t - X_s\),Calculation
1,D3,arguments,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.025708,False,Independence of \(X_s\) and \(X_t - X_s\),Calculation
