subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.382967,True
1,D2,arguments,2,,1,0.221755,False
1,D2,arguments,3,,1,0.027445,False
1,D2,arguments,4,,1,0.289553,False
1,D2,arguments,5,,1,0.207948,False
1,D2,arguments,6,,1,0.310670,False
1,D3,outcomes,1,,1,0.674436,True
1,D3,outcomes,2,,1,0.696243,True
1,D3,outcomes,3,,1,0.209830,False
1,D3,outcomes,4,,1,0.276378,False
1,D3,outcomes,5,,1,0.377225,True
1,D3,outcomes,6,,1,0.377225,True
1,D1,required_precondition_coverage,1,gt_precondition,1,0.604890,True
1,D1,required_precondition_coverage,2,gt_precondition,1,0.478009,True
1,D1,required_precondition_coverage,3,gt_precondition,1,0.295638,False
1,D1,required_precondition_coverage,4,gt_precondition,1,0.558971,True
1,D1,required_precondition_coverage,5,gt_precondition,1,0.475445,True
1,D1,required_precondition_coverage,6,gt_precondition,1,0.113059,False
1,D1,required_precondition_coverage,7,gt_precondition,1,0.110106,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.313737,False
2,D2,arguments,1,,1,0.552834,True
2,D2,arguments,2,,1,0.189181,False
2,D2,arguments,3,,1,0.012189,False
2,D2,arguments,4,,1,0.649284,True
2,D3,outcomes,1,,1,0.639861,True
2,D3,outcomes,2,,1,0.212515,False
2,D3,outcomes,3,,1,0.510487,True
2,D3,outcomes,4,,1,0.619174,True
2,D1,required_precondition_coverage,1,previous_outcome,1,0.411608,True
2,D1,required_precondition_coverage,2,previous_outcome,1,0.339661,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.206840,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.147948,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.306757,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.574910,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.546969,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.397963,True
2,D1,required_precondition_coverage,9,gt_precondition,1,0.445218,True
2,D1,required_precondition_coverage,10,gt_precondition,1,0.398874,True
2,D1,required_precondition_coverage,11,gt_precondition,1,0.380811,True
2,D1,required_precondition_coverage,12,gt_precondition,1,0.308453,False
