subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,embedding_score,score,matched,judge_used,judge_label,judge_confidence,judge_reason,judge_cache_key,judge_cache_hit,judge_error,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.514751,0.000000,False,True,unrelated,0.000000,"The model statement describes a property of X_t, but does not relate to the covariance between two random variables.",984f0e56eee0c291b0cb358ab8e64890434cde03fa1c23d99883a7655970ee93,True,,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",X_t is a Brownian motion
1,D1,outcomes,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.481585,0.000000,False,True,unrelated,0.000000,"The model statement describes a property of X_t, while the ground-truth statement calculates a covariance between two variables.",2f0bad93078604e187c5b8cbc91605755c9fc809f2325adfdf3aea36bd1edddd,True,,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",X_t is a centered Gaussian process
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.426392,0.000000,False,True,unrelated,0.000000,"The model statement describes a stochastic process, while the ground-truth statement describes its distribution.",93c3c06de5f4e47215a92bed62a06aca6e7e7e55e934d2a4989b65da338302f9,True,,The process is therefore centered Gaussian,X_t is a Brownian motion
1,D1,outcomes,2,2,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[2],gt_atom,0.825277,1.000000,True,True,equivalent,1.000000,"Same mathematical property, just different notation.",84e90620340776589cd7dd0227711433997d8afe5cd5660df3eaf56d8f5c76f2,True,,The process is therefore centered Gaussian,X_t is a centered Gaussian process
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.168197,0.168197,False,False,,,,,,,"disjoint increments are uncorrelated, hence independent",X_t is a Brownian motion
1,D1,outcomes,3,2,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[2],gt_atom,0.117703,0.117703,False,False,,,,,,,"disjoint increments are uncorrelated, hence independent",X_t is a centered Gaussian process
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.225493,0.225493,False,False,,,,,,,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",X_t is a Brownian motion
1,D1,outcomes,4,2,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[2],gt_atom,0.188797,0.188797,False,False,,,,,,,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",X_t is a centered Gaussian process
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.569309,0.500000,False,True,related_but_not_equivalent,0.800000,"The model statement lacks a definition of X_t, making it incomplete.",5dba23a1aa28215d1aa4da30cd5e5dbdb0d0ac0c00dd49c12b8af5a6588eb293,True,,the classical definition of Brownian motion.,X_t is a Brownian motion
1,D1,outcomes,5,2,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[2],gt_atom,0.394336,0.000000,False,True,unrelated,0.000000,"The model statement describes a property of X_t, but does not mention Brownian motion.",0459a2a4eff9c72146b656fb579e21f3036ce0277bbd27b4951153d025129c14,True,,the classical definition of Brownian motion.,X_t is a centered Gaussian process
