subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.665040,True
1,D3,outcomes,1,,1,0.661934,True
1,D1,required_precondition_coverage,1,global_assumption,1,0.480526,False
1,D1,required_precondition_coverage,2,local_assumption,1,0.987911,True
1,D1,required_precondition_coverage,3,gt_precondition,2,0.401375,False
1,D1,required_precondition_coverage,4,gt_precondition,1,0.976388,True
2,D2,arguments,1,,1,0.630512,True
2,D3,outcomes,1,,3,0.865045,True
2,D1,required_precondition_coverage,1,global_assumption,3,0.533068,False
2,D1,required_precondition_coverage,2,local_assumption,1,0.972505,True
2,D1,required_precondition_coverage,3,previous_outcome,3,0.750303,True
2,D1,required_precondition_coverage,4,gt_precondition,3,0.564797,False
2,D1,required_precondition_coverage,5,gt_precondition,1,0.967323,True
