subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,embedding_score,score,matched,judge_used,judge_label,judge_confidence,judge_reason,judge_cache_key,judge_cache_hit,judge_error,gt_text,model_text
1,D2,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.549519,0.500000,False,True,related_but_not_equivalent,0.800000,Model statement lacks explicit mention of independence between \(X_s\) and \(X_t - X_s\).,c0d7843c12389c7b94da5bd8e268fbfb86345f805556802ec58861f49c680b5b,False,,L'indépendance de \(X_s\) et \(X_t - X_s\),"X_0 = 0 | X_t est un processus gaussien centré | Cov(X_s,X_t) = inf(s,t)"
1,D2,arguments,1,2,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[2],gt_atom,0.510620,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement mentions specific properties of Brownian motion and Gaussian process, whereas ground-truth statement only states independence.",5e66c7bdceae094bac575c06784a8b70da3ce4f186fccfaae53387a917360f17,False,,L'indépendance de \(X_s\) et \(X_t - X_s\),"E[X_t] = 0 | Var(X_t) = ∞ (pour un mouvement brownien) | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,1,3,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[3],gt_atom,0.510620,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement is about a specific Gaussian process, while ground-truth statement is a general property of stochastic processes.",dddac6f52dd67f559aaaf1b843cbd54d606aaf60b5d4ddecdbcc8c4bb3ff9ee9,False,,L'indépendance de \(X_s\) et \(X_t - X_s\),"E[X_t] = 0 | Var(X_t) = E[(X_s-0)^2] | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,1,4,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[4],gt_atom,0.510620,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement is about a specific Gaussian process, while ground-truth statement is a general property of stochastic processes.",dddac6f52dd67f559aaaf1b843cbd54d606aaf60b5d4ddecdbcc8c4bb3ff9ee9,True,,L'indépendance de \(X_s\) et \(X_t - X_s\),"E[X_t] = 0 | Var(X_t) = E[(X_s-0)^2] | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.558159,0.558159,True,False,,,,,,,"une combinaison linéaire d'accroissements gaussiens indépendants, elle est donc gaussienne","X_0 = 0 | X_t est un processus gaussien centré | Cov(X_s,X_t) = inf(s,t)"
1,D2,arguments,2,2,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[2],gt_atom,0.419948,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement describes properties of a Brownian motion and a Gaussian process, but does not explicitly state that a linear combination of independent Gaussian increments is Gaussian.",ee5578ac9dba433418e57638fa048905fdaa3921b6173ab3b3dd3962e50443f7,False,,"une combinaison linéaire d'accroissements gaussiens indépendants, elle est donc gaussienne","E[X_t] = 0 | Var(X_t) = ∞ (pour un mouvement brownien) | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,2,3,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[3],gt_atom,0.419948,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement is incomplete and lacks the key phrase ""indépendants"" present in the ground-truth statement.",df63fa718b04740cd9928d9d77f616b8c2e5350ebd7b17ef68b46d4d51d33ed5,False,,"une combinaison linéaire d'accroissements gaussiens indépendants, elle est donc gaussienne","E[X_t] = 0 | Var(X_t) = E[(X_s-0)^2] | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,2,4,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[4],gt_atom,0.419948,0.500000,False,True,related_but_not_equivalent,0.800000,"Model statement is incomplete and lacks the key phrase ""indépendants"" present in the ground-truth statement.",df63fa718b04740cd9928d9d77f616b8c2e5350ebd7b17ef68b46d4d51d33ed5,True,,"une combinaison linéaire d'accroissements gaussiens indépendants, elle est donc gaussienne","E[X_t] = 0 | Var(X_t) = E[(X_s-0)^2] | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
1,D2,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.250359,0.250359,False,False,,,,,,,Calculation,"X_0 = 0 | X_t est un processus gaussien centré | Cov(X_s,X_t) = inf(s,t)"
1,D2,arguments,3,2,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[2],gt_atom,0.108447,0.108447,False,False,,,,,,,Calculation,"E[X_t] = 0 | Var(X_t) = ∞ (pour un mouvement brownien) | Cov(X_s,X_t) = ∞ (pour un mouvement gaussien)"
