subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,2,0.500000,False
1,D2,arguments,2,,3,0.576324,True
1,D2,arguments,3,,3,0.126581,False
1,D2,arguments,4,,5,1.000000,True
1,D2,arguments,5,,4,0.500000,False
1,D2,arguments,6,,4,0.500000,False
1,D3,outcomes,1,,1,1.000000,True
1,D3,outcomes,2,,3,1.000000,True
1,D3,outcomes,3,,3,0.238431,False
1,D3,outcomes,4,,3,0.500000,False
1,D3,outcomes,5,,1,0.500000,False
1,D3,outcomes,6,,1,0.500000,False
1,D1,required_precondition_coverage,1,gt_precondition,4,0.587184,True
1,D1,required_precondition_coverage,2,gt_precondition,1,0.553513,True
1,D1,required_precondition_coverage,3,gt_precondition,2,1.000000,True
1,D1,required_precondition_coverage,4,gt_precondition,4,0.839600,True
1,D1,required_precondition_coverage,5,gt_precondition,4,0.707880,True
1,D1,required_precondition_coverage,6,gt_precondition,3,0.331193,False
1,D1,required_precondition_coverage,7,gt_precondition,1,0.215296,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D2,arguments,1,,1,0.500000,False
2,D2,arguments,2,,1,0.678904,True
2,D2,arguments,3,,2,0.142146,False
2,D2,arguments,4,,1,0.567787,True
2,D3,outcomes,1,,2,0.314337,False
2,D3,outcomes,2,,4,0.261888,False
2,D3,outcomes,3,,2,0.604104,True
2,D3,outcomes,4,,4,0.344237,False
2,D1,required_precondition_coverage,1,previous_outcome,1,0.210774,False
2,D1,required_precondition_coverage,2,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.344880,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.672006,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.347357,False
2,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,9,gt_precondition,1,0.133584,False
2,D1,required_precondition_coverage,10,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.181969,False
2,D1,required_precondition_coverage,12,gt_precondition,1,0.098305,False
