subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.441395,False
1,D3,outcomes,1,,3,0.883019,True
1,D1,required_precondition_coverage,1,global_assumption,1,0.729752,True
1,D1,required_precondition_coverage,2,local_assumption,1,0.726859,True
1,D1,required_precondition_coverage,3,gt_precondition,3,0.680460,True
1,D1,required_precondition_coverage,4,gt_precondition,1,0.732968,True
2,D2,arguments,1,,1,0.412003,False
2,D3,outcomes,1,,1,0.907207,True
2,D1,required_precondition_coverage,1,global_assumption,1,0.729752,True
2,D1,required_precondition_coverage,2,local_assumption,1,0.734838,True
2,D1,required_precondition_coverage,3,previous_outcome,2,0.364432,False
2,D1,required_precondition_coverage,4,gt_precondition,2,0.454262,True
2,D1,required_precondition_coverage,5,gt_precondition,1,0.739754,True
