status,error,exercise,strategy,call1_model,language,variation,embedding_model,threshold,judge_model,judge_low_threshold,judge_high_threshold,ground_truth_subquestions,prediction_subquestions,D1_mean_best_score,D1_coverage,D1_precision,D1_f1,D3_mean_best_score,D3_coverage,D3_precision,D3_f1,D4_mean_best_score,D4_coverage,D4_precision,D4_f1,D2_order_score,D2_order_coverage,D2_strict_order_score,D2_total_constraints,D2_respected_constraints,D2_violated_constraints,D2_unmatched_constraints,overall_mean_score,overall_with_D2_score,prediction_path,ground_truth_path,output_dir
ok,,pc2_q1,self,deepseek-r1-1.5b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.419576,0.600000,1.000000,0.750000,0.306244,0.400000,1.000000,0.571429,0.481164,0.650000,1.000000,0.787879,0.000000,0.000000,0.000000,6,0,0,6,0.402328,0.301746,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/en/role_student/pc2_q1_self.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-1.5b/pc2_q1_self
ok,,pc4_q4,acc,deepseek-r1-1.5b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.892562,1.000000,1.000000,1.000000,0.341104,0.000000,0.000000,0.000000,0.839650,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0.691105,0.768329,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/en/role_student/pc4_q4_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_acc
ok,,pc4_q4,gtf,deepseek-r1-1.5b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.765934,1.000000,1.000000,1.000000,0.568609,1.000000,1.000000,1.000000,0.702984,0.777778,1.000000,0.875000,1.000000,1.000000,1.000000,0,0,0,0,0.679176,0.759382,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/en/role_student/pc4_q4_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_gtf
ok,,pc4_q4,self,deepseek-r1-1.5b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.888460,1.000000,1.000000,1.000000,0.157587,0.000000,0.000000,0.000000,0.809126,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0.618391,0.713793,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-1.5b/en/role_student/pc4_q4_self.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-1.5b/pc4_q4_self
ok,,pc2_q1,acc,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.481214,0.600000,0.909091,0.722892,0.399432,0.500000,0.636364,0.560000,0.439109,0.650000,1.000000,0.787879,0.000000,0.166667,0.000000,6,0,1,5,0.439918,0.329939,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc2_q1_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc2_q1_acc
ok,,pc2_q1,gtf,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.474990,0.500000,0.750000,0.600000,0.277230,0.200000,0.250000,0.222222,0.364567,0.500000,1.000000,0.666667,0.000000,0.166667,0.000000,6,0,1,5,0.372263,0.279197,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc2_q1_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc2_q1_gtf
ok,,pc2_q1,self,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.431081,0.600000,1.000000,0.750000,0.291087,0.300000,1.000000,0.461538,0.478094,0.700000,1.000000,0.823529,0.000000,0.000000,0.000000,6,0,0,6,0.400087,0.300065,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc2_q1_self.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc2_q1_self
ok,,pc2_q1,seq,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.431081,0.600000,1.000000,0.750000,0.264614,0.300000,1.000000,0.461538,0.502670,0.700000,1.000000,0.823529,0.000000,0.000000,0.000000,6,0,0,6,0.399455,0.299591,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc2_q1_seq.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc2_q1.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc2_q1_seq
ok,,pc4_q4,acc,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.809913,1.000000,1.000000,1.000000,0.454071,0.500000,0.500000,0.500000,0.611167,0.555556,1.000000,0.714286,1.000000,1.000000,1.000000,0,0,0,0,0.625050,0.718788,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc4_q4_acc.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc4_q4_acc
ok,,pc4_q4,gtf,deepseek-r1-7b,en,role_student,sentence-transformers/all-MiniLM-L6-v2,0.375000,,,,2,2,0.894181,1.000000,1.000000,1.000000,0.640221,1.000000,1.000000,1.000000,0.830375,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0.788259,0.841194,/home/xinyi.liang/dev_python/llmaths/project/outputs/selected_responses/deepseek-r1-7b/en/role_student/pc4_q4_gtf.yaml,/home/xinyi.liang/dev_python/llmaths/project/data/ground_truth/en/pc4_q4.yaml,/home/xinyi.liang/dev_python/llmaths/project/outputs/evaluation/parsed_responses/en/role_student/embedding_only/matrices/deepseek-r1-7b/pc4_q4_gtf
