subquestion_index,dimension,field,gt_atom_index,model_atom_index,gt_atom_path,model_atom_path,gt_source,score,matched,gt_text,model_text
1,D1,outcomes,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.541028,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",(X_t)_{t\in \R^+} is a Brownian motion.
1,D1,outcomes,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.411343,True,The process is therefore centered Gaussian,(X_t)_{t\in \R^+} is a Brownian motion.
1,D1,outcomes,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,0.188605,False,"disjoint increments are uncorrelated, hence independent",(X_t)_{t\in \R^+} is a Brownian motion.
1,D1,outcomes,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.226184,False,"This shows that the increments are stationary | and have law \(\mathcal{N}(0, t-s)\).",(X_t)_{t\in \R^+} is a Brownian motion.
1,D1,outcomes,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.533198,True,the classical definition of Brownian motion.,(X_t)_{t\in \R^+} is a Brownian motion.
1,D1,outcomes,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.533198,True,the classical definition of Brownian motion.,(X_t)_{t\in \R^+} is a Brownian motion.
1,D3,arguments,1,1,subquestions[1].atoms/set[1]/list[1],subquestions[1].atoms/list[1],gt_atom,0.362606,False,Independence of \(X_s\) and \(X_t - X_s\),Brownian motion definition and properties
1,D3,arguments,2,1,subquestions[1].atoms/set[1]/list[2],subquestions[1].atoms/list[1],gt_atom,0.187276,False,a linear combination of independent Gaussian increments thus it is Gaussian,Brownian motion definition and properties
1,D3,arguments,3,1,subquestions[1].atoms/set[2]/list[1],subquestions[1].atoms/list[1],gt_atom,-0.015795,False,Calculation,Brownian motion definition and properties
1,D3,arguments,4,1,subquestions[1].atoms/set[2]/list[2],subquestions[1].atoms/list[1],gt_atom,0.264297,False,thus the law depends only on \(t-s\),Brownian motion definition and properties
1,D3,arguments,5,1,subquestions[1].atoms/set[2]/list[3]/set[1],subquestions[1].atoms/list[1],gt_atom,0.197778,False,plus the assumption of continuity of paths,Brownian motion definition and properties
1,D3,arguments,6,1,subquestions[1].atoms/set[2]/list[3]/set[2],subquestions[1].atoms/list[1],gt_atom,0.242837,False,by taking the continuous version via Kolmogorov's theorem,Brownian motion definition and properties
1,D4,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.578429,True,"For \(s \leq t\), we decompose \(X_t = X_s + (X_t - X_s)\).","A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.506693,True,Standard Brownian motion has Gaussian increments,"A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,3,1,subquestions[1].atoms/set[1]/list[2].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.569808,True,"\(X_0 = 0\),","A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,4,1,subquestions[1].atoms/set[2]/list[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.784417,True,"Using property ${\rm Cov}(X_s,X_t)=\inf(s,t).$","A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,5,1,subquestions[1].atoms/set[2]/list[1].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.728482,True,"Compute $\text{Cov}(X_t - X_s, X_v - X_u)$ for \(s < t \leq u < v\).","A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,6,1,subquestions[1].atoms/set[2]/list[2].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.135426,False,Compute the variance of an increment of $X$,"A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,7,1,subquestions[1].atoms/set[2]/list[3]/set[1].preconditions[1],subquestions[1].atoms/list[1],gt_precondition,0.134609,False,disjoint increments are independent,"A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
1,D4,required_precondition_coverage,8,1,subquestions[1].atoms/set[2]/list[3]/set[1].preconditions[2],subquestions[1].atoms/list[1],gt_precondition,0.421065,True,"the law of increments is Gaussian centered of variance $t-s$, i.e. \(\mathcal{N}(0, t-s)\),","A process (X_t)_{t\in \R^+} has X_0=0. | A process (X_t)_{t\in \R^+} is a centered Gaussian process. | Cov(X_s,X_t)=min(s,t)."
2,D1,outcomes,1,1,subquestions[2].atoms/set[1],subquestions[2].atoms/list[1],gt_atom,0.303544,False,$\lim_{t \to 0^+} t W_{1/t} = 0$ a.s.,X_t is a Brownian motion
2,D1,outcomes,2,1,subquestions[2].atoms/set[2],subquestions[2].atoms/list[1],gt_atom,0.217856,False,thus it is centered Gaussian. \\,X_t is a Brownian motion
2,D1,outcomes,3,1,subquestions[2].atoms/set[3],subquestions[2].atoms/list[1],gt_atom,0.614301,True,"i.e. $\mathbb{E}[X_t X_s] = \min(t,s)$. \\",X_t is a Brownian motion
2,D1,outcomes,4,1,subquestions[2].atoms/set[4],subquestions[2].atoms/list[1],gt_atom,0.701654,True,that \(X\) is a Brownian motion.,X_t is a Brownian motion
2,D3,arguments,1,1,subquestions[2].atoms/set[1],subquestions[2].atoms/list[1],gt_atom,0.639906,True,Hence by the law of large numbers for Brownian motion,Brownian motion properties
2,D3,arguments,2,1,subquestions[2].atoms/set[2],subquestions[2].atoms/list[1],gt_atom,0.224286,False,is a linear combination of the \(W_{1/t_i}\),Brownian motion properties
2,D3,arguments,3,1,subquestions[2].atoms/set[3],subquestions[2].atoms/list[1],gt_atom,0.027445,False,Calculation,Brownian motion properties
2,D3,arguments,4,1,subquestions[2].atoms/set[4],subquestions[2].atoms/list[1],gt_atom,0.751701,True,we get by definition of a Brownian motion,Brownian motion properties
2,D4,required_precondition_coverage,1,1,subquestions[1].atoms/set[1]/list[1].outcomes[1],subquestions[2].atoms/list[1],previous_outcome,0.400795,True,"\(\mathrm{Cov}(X_s, X_t) = \min(s,t)\)",W_t is a Brownian motion
2,D4,required_precondition_coverage,2,1,subquestions[1].atoms/set[1]/list[2].outcomes[1],subquestions[2].atoms/list[1],previous_outcome,0.393774,False,The process is therefore centered Gaussian,W_t is a Brownian motion
2,D4,required_precondition_coverage,3,1,subquestions[1].atoms/set[2]/list[1].outcomes[1],subquestions[2].atoms/list[1],previous_outcome,0.205889,False,"disjoint increments are uncorrelated, hence independent",W_t is a Brownian motion
2,D4,required_precondition_coverage,4,1,subquestions[1].atoms/set[2]/list[2].outcomes[1],subquestions[2].atoms/list[1],previous_outcome,0.184568,False,This shows that the increments are stationary,W_t is a Brownian motion
2,D4,required_precondition_coverage,5,1,subquestions[1].atoms/set[2]/list[2].outcomes[2],subquestions[2].atoms/list[1],previous_outcome,0.260001,False,"and have law \(\mathcal{N}(0, t-s)\).",W_t is a Brownian motion
