subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,3,0.574820,False
1,D2,arguments,2,,4,0.189550,False
1,D2,arguments,3,,3,0.115377,False
1,D2,arguments,4,,3,0.409297,False
1,D2,arguments,5,,4,0.281095,False
1,D2,arguments,6,,1,0.333658,False
1,D3,outcomes,1,,3,0.943406,True
1,D3,outcomes,2,,2,0.079103,False
1,D3,outcomes,3,,2,0.325047,False
1,D3,outcomes,4,,1,0.273792,False
1,D3,outcomes,5,,1,0.184064,False
1,D3,outcomes,6,,1,0.184064,False
1,D1,required_precondition_coverage,1,gt_precondition,1,0.657587,True
1,D1,required_precondition_coverage,2,gt_precondition,1,0.462826,False
1,D1,required_precondition_coverage,3,gt_precondition,1,0.900591,True
1,D1,required_precondition_coverage,4,gt_precondition,1,0.637096,True
1,D1,required_precondition_coverage,5,gt_precondition,1,0.542223,False
1,D1,required_precondition_coverage,6,gt_precondition,1,0.704192,True
1,D1,required_precondition_coverage,7,gt_precondition,1,0.281743,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.555221,False
2,D2,arguments,1,,4,0.510854,False
2,D2,arguments,2,,2,0.685242,True
2,D2,arguments,3,,1,0.250359,False
2,D2,arguments,4,,4,0.846802,True
2,D3,outcomes,1,,3,0.328735,False
2,D3,outcomes,2,,2,0.715064,True
2,D3,outcomes,3,,3,0.614856,True
2,D3,outcomes,4,,2,0.609192,True
2,D1,required_precondition_coverage,1,previous_outcome,4,0.783246,True
2,D1,required_precondition_coverage,2,previous_outcome,4,0.745935,True
2,D1,required_precondition_coverage,3,previous_outcome,4,0.530327,False
2,D1,required_precondition_coverage,4,previous_outcome,4,0.575470,False
2,D1,required_precondition_coverage,5,previous_outcome,4,0.503115,False
2,D1,required_precondition_coverage,6,previous_outcome,4,0.538406,False
2,D1,required_precondition_coverage,7,gt_precondition,1,0.576576,False
2,D1,required_precondition_coverage,8,gt_precondition,4,0.630514,True
2,D1,required_precondition_coverage,9,gt_precondition,4,0.537391,False
2,D1,required_precondition_coverage,10,gt_precondition,4,0.792227,True
2,D1,required_precondition_coverage,11,gt_precondition,4,0.489946,False
2,D1,required_precondition_coverage,12,gt_precondition,4,0.473072,False
