subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.500000,False
1,D2,arguments,2,,1,0.239065,False
1,D2,arguments,3,,1,-0.008668,False
1,D2,arguments,4,,1,0.248599,False
1,D2,arguments,5,,1,0.213965,False
1,D2,arguments,6,,1,0.500000,False
1,D3,outcomes,1,,1,0.754279,True
1,D3,outcomes,2,,2,1.000000,True
1,D3,outcomes,3,,1,0.224314,False
1,D3,outcomes,4,,1,0.500000,False
1,D3,outcomes,5,,2,0.547883,True
1,D3,outcomes,6,,2,0.547883,True
1,D1,required_precondition_coverage,1,gt_precondition,2,0.600281,True
1,D1,required_precondition_coverage,2,gt_precondition,2,0.204389,False
1,D1,required_precondition_coverage,3,gt_precondition,1,0.917187,True
1,D1,required_precondition_coverage,4,gt_precondition,2,0.887217,True
1,D1,required_precondition_coverage,5,gt_precondition,2,0.752044,True
1,D1,required_precondition_coverage,6,gt_precondition,1,0.200690,False
1,D1,required_precondition_coverage,7,gt_precondition,1,0.148157,False
1,D1,required_precondition_coverage,8,gt_precondition,2,0.500000,False
2,D2,arguments,1,,1,0.639906,True
2,D2,arguments,2,,1,0.224286,False
2,D2,arguments,3,,1,0.027445,False
2,D2,arguments,4,,1,0.751701,True
2,D3,outcomes,1,,1,0.678868,True
2,D3,outcomes,2,,1,0.165149,False
2,D3,outcomes,3,,1,0.525264,True
2,D3,outcomes,4,,1,0.571802,True
2,D1,required_precondition_coverage,1,previous_outcome,1,0.000000,False
2,D1,required_precondition_coverage,2,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.184568,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.260001,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.541197,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,9,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,10,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.000000,False
2,D1,required_precondition_coverage,12,gt_precondition,1,0.117828,False
