subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.452975,False
1,D2,arguments,2,,1,0.316007,False
1,D2,arguments,3,,1,-0.040157,False
1,D2,arguments,4,,1,0.316301,False
1,D2,arguments,5,,1,0.269144,False
1,D2,arguments,6,,1,0.395592,False
1,D3,outcomes,1,,1,0.836865,True
1,D3,outcomes,2,,1,0.033529,False
1,D3,outcomes,3,,1,0.266868,False
1,D3,outcomes,4,,1,0.227389,False
1,D3,outcomes,5,,1,0.117780,False
1,D3,outcomes,6,,1,0.117780,False
1,D1,required_precondition_coverage,1,gt_precondition,1,0.530500,False
1,D1,required_precondition_coverage,2,gt_precondition,1,0.523026,False
1,D1,required_precondition_coverage,3,gt_precondition,1,0.900591,True
1,D1,required_precondition_coverage,4,gt_precondition,1,0.569797,False
1,D1,required_precondition_coverage,5,gt_precondition,1,0.494462,False
1,D1,required_precondition_coverage,6,gt_precondition,1,0.603956,True
1,D1,required_precondition_coverage,7,gt_precondition,1,0.086738,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.486039,False
2,D2,arguments,1,,2,0.195984,False
2,D2,arguments,2,,2,0.504333,False
2,D2,arguments,3,,2,0.126995,False
2,D2,arguments,4,,2,0.259318,False
2,D3,outcomes,1,,2,0.453202,False
2,D3,outcomes,2,,3,0.617588,True
2,D3,outcomes,3,,2,0.469573,False
2,D3,outcomes,4,,3,0.636255,True
2,D1,required_precondition_coverage,1,previous_outcome,3,0.424347,False
2,D1,required_precondition_coverage,2,previous_outcome,1,0.229873,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.300463,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.307968,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.449604,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.210998,False
2,D1,required_precondition_coverage,7,gt_precondition,3,0.701811,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.523858,False
2,D1,required_precondition_coverage,9,gt_precondition,3,0.470434,False
2,D1,required_precondition_coverage,10,gt_precondition,1,0.363035,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.450235,False
2,D1,required_precondition_coverage,12,gt_precondition,1,0.331172,False
