subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D1,outcomes,1,,1,0.804829,True
1,D1,outcomes,2,,1,0.341719,False
1,D1,outcomes,3,,1,0.223376,False
1,D1,outcomes,4,,1,0.308627,False
1,D1,outcomes,5,,1,0.237503,False
1,D1,outcomes,6,,1,0.237503,False
1,D3,arguments,1,,1,0.248161,False
1,D3,arguments,2,,1,0.290173,False
1,D3,arguments,3,,1,0.381750,False
1,D3,arguments,4,,1,0.117606,False
1,D3,arguments,5,,1,-0.001428,False
1,D3,arguments,6,,1,0.106526,False
1,D4,required_precondition_coverage,1,gt_precondition,1,0.499815,True
1,D4,required_precondition_coverage,2,gt_precondition,1,0.524831,True
1,D4,required_precondition_coverage,3,gt_precondition,1,0.917187,True
1,D4,required_precondition_coverage,4,gt_precondition,1,0.492697,True
1,D4,required_precondition_coverage,5,gt_precondition,1,0.435433,True
1,D4,required_precondition_coverage,6,gt_precondition,1,0.200690,False
1,D4,required_precondition_coverage,7,gt_precondition,1,0.148157,False
1,D4,required_precondition_coverage,8,gt_precondition,1,0.418482,True
2,D1,outcomes,1,,1,0.628752,True
2,D1,outcomes,2,,1,0.178516,False
2,D1,outcomes,3,,1,0.525389,True
2,D1,outcomes,4,,1,0.596774,True
2,D3,arguments,1,,1,0.403259,False
2,D3,arguments,2,,1,0.232130,False
2,D3,arguments,3,,1,0.066754,False
2,D3,arguments,4,,1,0.464944,True
2,D4,required_precondition_coverage,1,previous_outcome,1,0.400795,False
2,D4,required_precondition_coverage,2,previous_outcome,1,0.393774,False
2,D4,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D4,required_precondition_coverage,4,previous_outcome,1,0.184568,False
2,D4,required_precondition_coverage,5,previous_outcome,1,0.260001,False
2,D4,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D4,required_precondition_coverage,7,gt_precondition,1,0.541197,True
2,D4,required_precondition_coverage,8,gt_precondition,1,0.293874,False
2,D4,required_precondition_coverage,9,gt_precondition,1,0.298405,False
2,D4,required_precondition_coverage,10,gt_precondition,1,0.371362,False
2,D4,required_precondition_coverage,11,gt_precondition,1,0.411884,False
2,D4,required_precondition_coverage,12,gt_precondition,1,0.117828,False
