subquestion_index,dimension,field,gt_atom_index,gt_source,best_model_atom_index,best_score,matched
1,D2,arguments,1,,1,0.500000,False
1,D2,arguments,2,,1,0.228312,False
1,D2,arguments,3,,1,0.026789,False
1,D2,arguments,4,,1,0.500000,False
1,D2,arguments,5,,1,0.245938,False
1,D2,arguments,6,,1,1.000000,True
1,D3,outcomes,1,,1,0.514751,True
1,D3,outcomes,2,,1,0.500000,False
1,D3,outcomes,3,,1,0.168197,False
1,D3,outcomes,4,,1,0.225493,False
1,D3,outcomes,5,,1,0.569309,True
1,D3,outcomes,6,,1,0.569309,True
1,D1,required_precondition_coverage,1,gt_precondition,1,0.558734,True
1,D1,required_precondition_coverage,2,gt_precondition,1,0.553066,True
1,D1,required_precondition_coverage,3,gt_precondition,1,0.917187,True
1,D1,required_precondition_coverage,4,gt_precondition,1,0.778871,True
1,D1,required_precondition_coverage,5,gt_precondition,1,0.722587,True
1,D1,required_precondition_coverage,6,gt_precondition,1,0.205041,False
1,D1,required_precondition_coverage,7,gt_precondition,1,0.148157,False
1,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D2,arguments,1,,1,0.592253,True
2,D2,arguments,2,,1,0.242262,False
2,D2,arguments,3,,1,0.061214,False
2,D2,arguments,4,,1,0.658052,True
2,D3,outcomes,1,,1,0.500000,False
2,D3,outcomes,2,,1,0.217856,False
2,D3,outcomes,3,,1,0.614301,True
2,D3,outcomes,4,,1,0.701654,True
2,D1,required_precondition_coverage,1,previous_outcome,1,0.477334,True
2,D1,required_precondition_coverage,2,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,3,previous_outcome,1,0.205889,False
2,D1,required_precondition_coverage,4,previous_outcome,1,0.214446,False
2,D1,required_precondition_coverage,5,previous_outcome,1,0.500000,False
2,D1,required_precondition_coverage,6,previous_outcome,1,0.661359,True
2,D1,required_precondition_coverage,7,gt_precondition,1,0.725005,True
2,D1,required_precondition_coverage,8,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,9,gt_precondition,1,0.553669,True
2,D1,required_precondition_coverage,10,gt_precondition,1,0.500000,False
2,D1,required_precondition_coverage,11,gt_precondition,1,0.000000,False
2,D1,required_precondition_coverage,12,gt_precondition,1,0.501216,True
